"ft_black_2016","ft_white_2016","ft_hisp_2016","ft_asian_2016","ft_muslim_2016","ft_jew_2016","ft_christ_2016","ft_fem_2016","ft_immig_2016","ft_blm_2016","ft_wallst_2016","ft_gays_2016","ft_unions_2016","ft_police_2016","ft_altright_2016","immig_attitude"
89,70,71,51,11,81,100,50,22,2,51,72,22,99,59,"strongly unfavorable"
81,81,79,59,80,51,100,100,96,6,4,50,51,100,21,"favorable"
91,91,88,87,82,90,93,89,95,92,57,88,80,96,54,"favorable"
50,90,55,94,10,90,97,25,80,20,60,21,41,90,76,"favorable"
50,100,1,50,5,80,99,50,1,5,5,99,0,100,4,"strongly unfavorable"
51,71,50,57,5,80,97,30,23,6,58,51,8,98,74,"strongly unfavorable"
78,84,94,90,28,97,62,96,88,73,6,92,97,45,8,"favorable"
98,50,100,50,53,100,100,11,27,64,53,52,17,99,50,"unfavorable/indifferent"
53,100,54,97,0,99,97,23,6,6,58,3,56,99,55,"strongly unfavorable"
56,64,55,62,0,66,79,50,30,1,6,50,30,75,69,"unfavorable/indifferent"
60,98,69,79,2,79,100,9,26,2,39,30,29,90,1,"unfavorable/indifferent"
75,72,71,94,68,71,59,53,78,72,51,61,75,60,51,"favorable"
51,50,49,51,46,52,99,28,43,2,25,22,50,94,55,"unfavorable/indifferent"
75,75,75,70,74,75,21,85,74,75,6,75,100,90,0,"lightly favorable"
65,81,49,77,32,86,66,60,51,76,44,66,59,64,40,"lightly favorable"
90,89,79,86,66,100,99,0,81,0,9,0,51,79,0,"favorable"
100,100,100,96,1,100,95,4,93,100,11,1,1,61,51,"favorable"
78,79,78,81,53,94,99,29,78,9,50,52,24,97,51,"favorable"
28,40,21,47,24,21,36,26,22,5,26,23,43,39,34,"strongly unfavorable"
94,99,98,79,9,100,100,79,40,6,51,10,87,99,79,"unfavorable/indifferent"
98,35,3,20,13,14,97,23,9,100,59,2,3,41,45,"strongly unfavorable"
80,85,79,78,10,80,51,80,52,48,41,79,20,49,5,"lightly favorable"
40,61,70,76,26,80,80,30,21,10,50,51,29,90,50,"strongly unfavorable"
50,50,50,50,50,50,50,50,50,40,25,50,75,40,25,"unfavorable/indifferent"
90,50,100,95,80,99,0,100,100,100,0,100,100,10,0,"favorable"
87,84,91,96,75,93,86,56,88,49,14,93,51,75,7,"favorable"
41,80,28,51,1,50,77,0,38,1,37,53,1,87,49,"unfavorable/indifferent"
40,75,75,75,75,75,75,80,75,10,0,75,60,75,1,"lightly favorable"
51,20,59,73,3,54,3,60,51,81,2,80,95,5,1,"lightly favorable"
5,100,40,72,12,90,100,41,23,1,81,9,12,100,56,"strongly unfavorable"
100,100,100,100,100,100,64,49,100,100,3,100,95,60,0,"favorable"
65,79,71,69,77,45,75,95,41,43,83,65,68,65,71,"unfavorable/indifferent"
95,87,88,88,30,91,96,8,57,7,39,86,5,98,50,"lightly favorable"
18,63,33,38,41,30,30,68,9,29,43,13,22,18,40,"strongly unfavorable"
99,98,97,97,92,100,95,97,97,98,21,97,98,100,28,"favorable"
95,60,95,90,80,90,90,90,90,90,50,95,79,60,1,"favorable"
100,100,100,100,100,100,50,50,100,1,86,100,5,100,8,"favorable"
92,70,69,79,63,79,38,73,85,66,3,87,63,62,3,"favorable"
71,50,69,80,60,41,31,99,79,31,5,90,80,60,0,"favorable"
11,100,80,97,2,100,100,10,31,0,50,10,6,100,50,"unfavorable/indifferent"
80,86,63,73,50,66,80,36,75,11,67,65,26,90,51,"lightly favorable"
44,79,50,96,7,50,79,40,50,3,26,48,23,89,51,"unfavorable/indifferent"
70,70,70,70,70,70,70,100,70,70,27,70,27,70,0,"lightly favorable"
92,99,66,90,21,97,91,74,32,52,71,90,93,100,7,"unfavorable/indifferent"
60,96,60,76,27,98,97,52,47,0,51,50,25,91,48,"unfavorable/indifferent"
99,99,100,99,10,100,100,40,81,6,72,91,45,100,72,"favorable"
83,81,64,68,0,78,98,41,27,0,6,56,2,99,49,"unfavorable/indifferent"
86,89,89,93,1,91,91,20,4,1,49,12,8,91,4,"strongly unfavorable"
32,100,47,71,13,78,100,21,55,9,30,33,21,100,86,"lightly favorable"
64,80,69,84,8,81,89,16,57,4,77,34,24,95,29,"lightly favorable"
59,96,71,45,15,75,100,10,66,3,68,38,31,96,20,"lightly favorable"
99,90,85,80,83,81,49,94,77,98,7,78,84,76,3,"favorable"
84,94,80,79,31,89,99,47,51,50,30,28,52,91,48,"lightly favorable"
98,59,52,50,50,52,51,59,51,100,40,50,79,50,31,"lightly favorable"
50,90,60,49,10,100,96,30,10,6,21,11,39,81,50,"strongly unfavorable"
43,88,47,87,27,97,98,3,2,0,49,4,4,84,98,"strongly unfavorable"
19,52,14,35,12,52,14,51,50,22,5,51,50,56,39,"unfavorable/indifferent"
37,80,72,100,63,82,80,23,59,29,58,77,63,82,36,"lightly favorable"
38,91,42,63,23,81,38,5,44,7,47,51,10,81,26,"unfavorable/indifferent"
89,92,84,88,90,91,90,91,90,80,30,90,99,90,3,"favorable"
51,81,49,49,49,50,60,50,51,81,48,51,50,96,70,"lightly favorable"
99,100,100,99,31,99,100,60,100,7,69,80,16,100,56,"favorable"
89,87,86,87,84,86,86,87,84,85,71,87,78,88,21,"favorable"
51,71,71,50,51,76,59,50,50,31,51,50,50,89,50,"unfavorable/indifferent"
92,90,85,84,75,77,100,85,78,81,58,90,74,81,0,"favorable"
50,69,51,69,28,78,76,28,11,7,9,41,10,69,66,"strongly unfavorable"
100,50,100,99,99,100,45,79,91,75,20,99,91,87,0,"favorable"
50,50,51,59,0,59,50,1,0,0,11,1,1,89,0,"strongly unfavorable"
95,99,99,99,92,99,99,92,75,70,40,99,99,90,1,"lightly favorable"
77,72,68,79,76,76,65,67,69,52,47,75,55,73,27,"lightly favorable"
84,92,95,96,10,90,99,0,94,0,0,80,0,100,51,"favorable"
90,99,95,91,79,80,84,84,78,78,35,89,87,70,7,"favorable"
87,80,94,97,93,91,61,100,81,96,26,91,99,90,8,"favorable"
75,99,79,78,34,88,93,6,62,0,52,50,27,98,70,"lightly favorable"
48,100,99,5,9,9,100,9,25,10,4,2,5,19,8,"strongly unfavorable"
74,87,61,71,23,75,72,56,77,51,37,67,57,81,3,"favorable"
48,98,34,76,5,99,100,37,43,2,51,78,29,99,53,"unfavorable/indifferent"
90,50,80,79,60,89,61,63,77,51,13,90,79,31,0,"favorable"
30,60,47,61,8,28,97,5,50,2,29,5,36,80,37,"unfavorable/indifferent"
50,100,50,50,4,51,51,3,51,1,3,1,4,99,3,"lightly favorable"
50,50,50,50,50,50,50,40,50,31,32,50,25,90,50,"unfavorable/indifferent"
36,60,41,49,48,49,50,48,48,25,24,50,48,51,47,"unfavorable/indifferent"
70,85,59,92,10,83,81,37,7,3,51,40,42,98,20,"strongly unfavorable"
100,88,76,82,86,95,68,96,89,96,7,90,84,77,1,"favorable"
100,50,100,100,100,100,100,100,70,100,0,100,0,90,0,"lightly favorable"
79,80,79,78,78,78,79,80,75,78,79,78,80,80,12,"lightly favorable"
91,89,90,90,45,90,98,38,59,5,68,54,27,3,66,"lightly favorable"
98,100,100,98,100,100,100,98,91,51,55,100,84,100,53,"favorable"
84,89,45,34,41,91,99,30,65,57,9,90,90,91,34,"lightly favorable"
71,49,99,34,80,91,77,71,73,64,30,73,98,88,13,"lightly favorable"
80,86,90,94,88,91,75,27,81,19,74,76,41,92,28,"favorable"
98,100,100,99,99,97,97,98,93,99,99,100,97,99,93,"favorable"
51,50,70,51,51,56,56,50,61,50,13,50,60,60,6,"lightly favorable"
89,86,86,87,83,89,89,94,86,78,34,87,50,71,7,"favorable"
95,27,7,47,70,99,94,98,5,98,34,73,85,94,100,"strongly unfavorable"
75,75,76,75,76,21,50,25,76,45,10,75,75,60,76,"favorable"
85,80,70,75,60,100,85,90,70,60,25,95,60,80,0,"lightly favorable"
59,50,67,68,59,51,49,51,79,78,39,77,100,88,3,"favorable"
90,90,91,90,90,91,80,85,80,31,41,91,75,94,0,"favorable"
79,83,81,77,78,81,80,69,81,78,30,81,55,68,6,"favorable"
65,90,71,69,40,65,71,66,65,76,66,31,51,50,55,"lightly favorable"
1,100,81,91,1,91,100,2,4,1,79,1,60,100,61,"strongly unfavorable"
70,90,65,60,5,70,85,70,25,35,70,15,75,95,50,"strongly unfavorable"
64,66,65,75,6,66,91,11,51,3,76,52,26,100,21,"lightly favorable"
30,79,40,51,0,78,92,31,3,0,61,29,12,90,50,"strongly unfavorable"
99,77,100,99,100,99,77,94,94,99,25,99,81,69,24,"favorable"
87,84,76,86,86,49,63,61,87,86,88,80,84,82,60,"favorable"
75,50,50,50,100,50,50,50,50,75,1,50,75,50,0,"unfavorable/indifferent"
74,78,16,51,50,100,84,68,28,11,15,100,20,100,58,"unfavorable/indifferent"
87,71,75,80,25,89,87,2,59,3,43,2,6,80,47,"lightly favorable"
81,68,80,91,40,98,60,95,80,72,51,96,90,85,1,"favorable"
26,99,56,81,1,79,97,67,55,2,0,0,63,78,1,"lightly favorable"
50,50,50,50,3,77,91,6,50,1,50,7,0,94,50,"unfavorable/indifferent"
69,99,81,89,9,94,96,87,50,34,16,49,88,89,2,"unfavorable/indifferent"
61,31,56,63,68,72,36,44,57,51,14,60,52,46,0,"lightly favorable"
76,77,34,100,79,33,98,30,77,32,35,79,32,32,53,"favorable"
75,53,89,82,28,97,100,36,50,100,53,26,100,80,16,"unfavorable/indifferent"
9,53,8,30,16,11,2,13,9,15,40,9,0,66,20,"strongly unfavorable"
88,84,89,79,85,86,87,92,95,87,50,88,21,63,2,"favorable"
100,72,95,74,85,93,91,79,70,97,56,90,92,56,86,"lightly favorable"
88,77,97,99,95,78,25,52,94,60,31,100,94,63,0,"favorable"
100,36,51,51,51,51,49,70,51,100,0,51,80,29,0,"lightly favorable"
57,100,99,60,55,99,84,12,68,30,70,88,44,100,47,"lightly favorable"
81,78,87,81,82,90,31,82,83,81,15,85,51,69,33,"favorable"
80,87,68,90,67,88,58,78,75,94,98,81,86,51,65,"lightly favorable"
68,45,28,26,33,13,13,48,23,67,11,32,44,23,0,"strongly unfavorable"
50,59,59,52,51,53,71,49,46,40,21,59,24,78,39,"unfavorable/indifferent"
50,50,50,50,50,50,50,47,41,41,20,40,41,70,21,"unfavorable/indifferent"
87,51,100,96,70,76,46,76,75,70,6,70,59,77,6,"lightly favorable"
12,73,72,86,50,71,60,61,50,3,37,50,7,100,13,"unfavorable/indifferent"
93,77,80,52,16,82,87,5,78,4,36,50,34,94,55,"favorable"
70,55,65,68,58,72,73,57,62,61,47,78,55,86,2,"lightly favorable"
48,80,70,50,34,70,100,3,61,7,24,6,52,69,50,"lightly favorable"
100,79,100,100,100,100,74,88,100,100,2,100,72,87,0,"favorable"
80,50,80,80,80,80,50,80,80,80,10,80,80,80,0,"favorable"
75,100,100,75,75,99,98,52,75,51,50,75,50,75,50,"lightly favorable"
100,100,99,100,80,96,100,30,91,10,5,100,96,80,3,"favorable"
50,62,48,61,71,66,67,50,58,70,67,57,63,64,58,"lightly favorable"
75,100,50,74,50,100,0,29,56,30,21,20,80,50,50,"lightly favorable"
97,100,99,100,98,98,98,92,98,98,6,4,11,98,10,"favorable"
51,98,30,31,4,80,17,31,5,50,11,48,81,98,10,"strongly unfavorable"
88,63,73,34,70,88,78,45,66,56,45,67,56,66,78,"lightly favorable"
50,50,50,50,50,50,50,50,50,50,1,50,50,50,1,"unfavorable/indifferent"
75,68,79,80,53,93,65,97,76,89,40,86,81,59,7,"favorable"
76,76,76,71,11,70,80,12,31,6,51,21,21,90,51,"unfavorable/indifferent"
70,85,97,81,86,100,100,9,1,0,50,5,0,95,50,"strongly unfavorable"
86,89,47,77,47,89,99,20,50,21,25,34,59,95,50,"unfavorable/indifferent"
50,94,51,90,0,96,100,0,50,1,50,0,1,79,100,"unfavorable/indifferent"
50,38,50,50,50,50,32,17,36,28,1,50,22,30,0,"unfavorable/indifferent"
98,98,92,53,48,83,98,51,54,88,47,17,76,92,74,"lightly favorable"
70,41,51,66,66,79,26,66,90,90,50,67,81,40,36,"favorable"
96,97,97,97,96,94,96,99,97,95,49,94,100,97,93,"favorable"
51,54,50,50,50,50,50,45,51,34,30,51,50,65,0,"lightly favorable"
58,64,58,60,54,54,48,81,66,57,10,85,71,80,58,"lightly favorable"
81,100,76,100,1,100,100,1,51,1,90,1,1,100,11,"lightly favorable"
80,39,81,82,86,76,2,81,84,50,7,91,36,70,2,"favorable"
72,71,69,71,70,73,31,90,72,100,22,100,81,70,3,"lightly favorable"
100,36,98,100,80,100,25,100,100,40,5,100,62,73,2,"favorable"
94,89,90,89,89,90,80,88,89,81,30,95,89,91,19,"favorable"
60,63,70,60,30,60,100,35,59,3,40,50,25,62,30,"lightly favorable"
67,59,66,53,54,17,8,95,90,80,2,75,16,7,45,"favorable"
80,75,80,58,75,69,13,81,59,81,33,100,22,10,9,"lightly favorable"
41,100,2,6,1,31,100,21,1,4,0,4,80,100,21,"strongly unfavorable"
66,86,31,60,21,60,31,29,57,51,56,10,29,61,51,"lightly favorable"
95,90,99,95,75,51,100,50,90,70,50,94,90,100,50,"favorable"
70,50,75,71,71,70,4,75,69,50,0,80,100,31,0,"lightly favorable"
74,52,65,73,95,50,72,48,57,89,75,3,88,67,81,"lightly favorable"
95,50,99,98,96,100,70,94,100,96,0,95,100,1,0,"favorable"
50,50,50,50,79,50,41,30,79,51,30,51,41,89,51,"favorable"
78,99,50,48,29,78,80,51,30,78,30,50,52,95,49,"unfavorable/indifferent"
100,97,93,100,33,100,88,3,78,2,84,79,4,100,83,"favorable"
79,99,100,53,5,100,99,53,27,6,49,71,41,99,75,"unfavorable/indifferent"
100,95,100,100,80,100,100,50,100,51,42,100,28,98,50,"favorable"
100,100,100,100,50,100,100,20,51,1,31,100,22,100,2,"lightly favorable"
90,53,88,92,74,91,50,77,93,63,4,89,91,63,0,"favorable"
70,50,51,51,20,29,10,89,50,26,6,51,22,90,31,"unfavorable/indifferent"
51,50,50,51,30,49,70,11,51,5,16,50,5,95,30,"lightly favorable"
51,50,50,50,50,50,50,50,50,50,0,50,76,50,50,"unfavorable/indifferent"
78,50,80,97,50,100,96,10,50,5,66,50,25,94,10,"unfavorable/indifferent"
82,82,87,97,21,91,100,45,42,4,40,8,56,46,68,"unfavorable/indifferent"
50,50,50,50,50,50,41,50,50,50,21,50,66,41,0,"unfavorable/indifferent"
90,90,90,90,0,90,80,10,20,0,10,10,10,95,100,"strongly unfavorable"
70,60,70,70,70,80,60,80,80,80,0,80,90,50,0,"favorable"
99,99,100,99,99,99,80,25,50,0,51,91,21,99,51,"unfavorable/indifferent"
50,79,26,70,50,49,51,3,24,3,50,2,6,73,48,"strongly unfavorable"
48,49,67,50,19,15,29,2,28,19,0,2,4,28,0,"unfavorable/indifferent"
98,97,99,100,97,99,38,100,77,45,20,100,87,77,0,"favorable"
89,91,73,81,81,71,88,72,51,95,39,84,91,94,22,"lightly favorable"
81,80,77,87,75,89,75,69,79,69,85,71,60,69,29,"favorable"
90,76,90,90,85,50,51,51,75,75,10,89,75,76,5,"lightly favorable"
29,67,29,63,0,0,60,0,0,0,17,50,50,80,100,"strongly unfavorable"
89,74,90,91,90,90,75,81,91,52,3,98,71,91,6,"favorable"
98,74,100,100,100,100,80,99,99,99,2,99,99,80,1,"favorable"
65,81,41,65,41,81,81,20,81,5,11,65,5,90,50,"favorable"
55,70,93,61,67,60,60,65,70,63,25,69,78,22,6,"lightly favorable"
99,78,80,79,76,89,98,79,80,50,11,78,61,89,1,"favorable"
29,90,50,41,49,88,88,75,29,30,19,79,10,95,39,"unfavorable/indifferent"
75,75,61,41,36,44,76,3,38,70,10,1,64,45,74,"unfavorable/indifferent"
100,72,97,96,78,97,90,100,91,98,22,95,79,84,4,"favorable"
98,80,86,95,86,80,70,85,90,91,20,100,95,56,0,"favorable"
63,59,60,54,52,61,60,59,60,55,34,82,44,84,5,"lightly favorable"
50,51,3,80,1,81,50,1,51,1,0,1,1,50,1,"lightly favorable"
97,92,92,95,98,97,97,77,92,75,10,99,84,76,6,"favorable"
81,80,80,80,79,80,31,79,79,51,11,76,80,90,6,"favorable"
98,94,87,94,33,78,100,0,50,2,79,30,0,97,52,"unfavorable/indifferent"
50,51,51,51,51,50,79,1,50,1,50,49,30,79,50,"unfavorable/indifferent"
68,81,69,75,32,77,97,26,69,16,22,48,22,76,27,"lightly favorable"
97,89,92,93,58,90,99,29,31,29,38,90,100,80,40,"unfavorable/indifferent"
60,69,61,41,70,65,65,64,54,63,56,61,55,70,64,"lightly favorable"
90,90,90,90,90,90,25,90,90,90,25,90,85,70,0,"favorable"
100,11,100,90,80,96,18,90,82,100,0,100,80,4,0,"favorable"
96,89,98,94,95,94,89,93,94,97,68,96,99,78,18,"favorable"
81,53,91,81,81,84,81,74,71,70,10,70,91,70,5,"lightly favorable"
99,94,71,93,55,90,50,79,72,80,11,99,30,60,8,"lightly favorable"
88,99,89,88,69,92,100,80,75,50,19,92,92,98,3,"lightly favorable"
66,70,8,50,12,91,99,1,6,6,11,9,22,99,28,"strongly unfavorable"
97,82,80,80,82,80,61,75,71,98,11,90,50,99,50,"lightly favorable"
80,77,85,80,40,100,85,25,49,1,56,72,7,99,56,"unfavorable/indifferent"
79,100,77,78,65,99,97,52,61,97,63,78,69,93,47,"lightly favorable"
95,65,50,50,50,75,85,50,50,95,65,50,85,55,75,"unfavorable/indifferent"
100,50,100,100,50,100,75,100,90,90,15,100,60,75,1,"favorable"
85,85,84,85,34,100,100,80,51,3,51,53,71,50,4,"lightly favorable"
100,31,100,100,100,100,50,100,100,100,26,99,79,100,4,"favorable"
12,75,6,32,6,24,19,48,6,6,15,69,32,58,52,"strongly unfavorable"
54,54,71,76,78,78,72,76,51,53,11,63,81,81,3,"lightly favorable"
71,71,62,60,41,61,99,60,50,36,16,60,69,90,51,"unfavorable/indifferent"
99,50,49,52,51,51,89,89,52,50,51,51,94,61,5,"lightly favorable"
80,80,45,80,30,80,30,50,45,50,20,55,65,70,0,"unfavorable/indifferent"
53,52,51,53,54,54,54,54,53,59,7,57,53,51,1,"lightly favorable"
50,99,81,90,1,100,99,40,72,0,21,0,84,100,2,"lightly favorable"
91,51,92,88,88,78,78,85,96,80,6,100,59,94,2,"favorable"
91,81,100,96,91,100,91,90,89,50,59,99,81,93,9,"favorable"
100,100,100,50,50,51,50,100,51,100,0,51,50,25,0,"lightly favorable"
72,76,79,100,47,87,77,2,47,9,67,83,2,99,2,"unfavorable/indifferent"
88,99,74,99,25,100,100,6,81,0,75,71,7,100,100,"favorable"
68,76,94,52,59,77,19,65,56,72,28,67,20,75,2,"lightly favorable"
75,100,77,99,26,90,100,48,24,29,49,97,24,100,58,"strongly unfavorable"
72,78,76,91,75,75,66,53,53,61,31,77,47,74,28,"lightly favorable"
67,52,79,79,73,84,51,86,72,91,27,95,78,75,8,"lightly favorable"
53,53,53,51,51,50,53,96,51,53,3,82,94,98,4,"lightly favorable"
50,50,50,50,50,50,60,50,50,45,5,50,60,40,1,"unfavorable/indifferent"
100,100,100,100,100,100,100,52,100,50,4,100,25,100,0,"favorable"
100,9,100,81,80,21,50,99,98,100,3,100,100,51,0,"favorable"
69,85,89,74,85,91,70,70,96,51,66,86,80,77,27,"favorable"
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,"unfavorable/indifferent"
58,97,61,44,47,52,100,56,47,25,18,50,76,100,48,"unfavorable/indifferent"
50,75,50,50,50,50,75,50,75,40,25,50,25,90,50,"lightly favorable"
70,80,78,80,21,51,50,40,30,22,11,80,40,74,51,"unfavorable/indifferent"
78,80,78,80,39,31,79,3,46,8,2,51,51,60,50,"unfavorable/indifferent"
8,100,80,89,4,72,96,3,75,2,29,4,58,85,30,"lightly favorable"
50,50,50,50,11,50,100,50,50,2,50,11,31,90,30,"unfavorable/indifferent"
100,100,100,100,89,85,98,100,100,99,3,100,82,84,2,"favorable"
94,94,95,94,89,95,89,79,89,99,39,89,50,99,51,"favorable"
100,100,90,89,50,100,100,70,83,100,21,53,50,94,90,"favorable"
51,79,31,50,6,81,98,46,19,11,8,4,57,99,5,"strongly unfavorable"
54,100,41,21,1,100,100,24,3,5,50,100,3,100,4,"strongly unfavorable"
3,100,6,40,3,31,80,50,1,1,1,39,50,82,50,"strongly unfavorable"
98,5,14,41,71,37,51,54,12,64,10,40,20,1,15,"strongly unfavorable"
100,50,98,98,90,100,12,80,90,100,6,100,80,75,3,"favorable"
53,56,54,50,48,51,58,53,47,48,50,50,50,49,51,"unfavorable/indifferent"
52,53,28,50,11,50,98,30,35,1,25,52,51,83,50,"unfavorable/indifferent"
100,95,3,31,90,90,99,21,7,98,43,100,11,98,39,"strongly unfavorable"
75,75,76,75,76,76,76,75,75,51,21,75,31,89,30,"lightly favorable"
33,88,27,84,47,59,82,61,31,9,63,44,25,88,73,"unfavorable/indifferent"
52,82,70,54,41,100,77,51,63,53,50,48,27,88,28,"lightly favorable"
100,100,100,99,100,100,30,100,100,100,0,100,80,70,0,"favorable"
100,60,80,80,69,75,100,80,67,100,20,80,75,31,0,"lightly favorable"
100,99,100,100,100,100,56,99,100,100,8,100,100,32,7,"favorable"
77,79,81,80,91,90,99,77,52,48,6,79,100,78,6,"lightly favorable"
54,100,93,97,73,92,100,77,57,11,54,100,100,100,51,"lightly favorable"
81,81,79,76,79,77,94,82,77,84,81,82,79,57,85,"favorable"
41,89,26,30,19,77,72,36,20,25,10,56,53,59,60,"strongly unfavorable"
50,50,50,50,0,50,50,21,50,1,50,50,50,100,50,"unfavorable/indifferent"
73,95,1,65,55,74,89,42,1,46,1,50,73,51,50,"strongly unfavorable"
100,100,100,100,100,100,100,98,99,83,18,100,30,100,37,"favorable"
79,81,80,80,71,80,50,78,75,61,50,85,80,61,50,"lightly favorable"
99,98,100,99,95,100,49,99,100,100,1,100,95,95,0,"favorable"
89,45,92,80,90,55,56,100,100,95,3,98,95,40,0,"favorable"
77,99,100,100,100,100,13,79,99,60,12,100,100,4,0,"favorable"
51,51,76,75,69,50,51,50,70,20,3,16,10,32,29,"lightly favorable"
81,50,89,84,82,53,93,72,79,79,28,72,62,67,12,"favorable"
86,91,75,90,70,80,88,89,22,80,3,94,50,89,51,"strongly unfavorable"
50,50,69,77,50,50,74,50,60,50,3,70,100,75,3,"lightly favorable"
50,51,50,51,51,75,25,78,50,80,9,83,50,49,2,"unfavorable/indifferent"
50,80,50,50,0,80,100,50,11,0,50,0,0,100,0,"strongly unfavorable"
92,83,85,83,79,89,78,85,79,95,10,98,94,92,0,"favorable"
53,92,75,53,16,53,97,52,27,49,47,10,59,46,48,"unfavorable/indifferent"
68,70,69,50,51,69,59,51,51,31,30,73,66,73,52,"lightly favorable"
89,75,96,91,95,94,91,85,91,85,25,94,94,68,19,"favorable"
97,74,84,96,95,98,100,88,100,97,24,6,97,37,75,"favorable"
100,100,100,100,100,100,71,100,91,79,10,100,100,70,7,"favorable"
51,49,94,51,47,50,84,81,80,48,17,78,20,100,0,"favorable"
100,100,100,99,21,98,100,34,69,13,66,70,12,100,99,"lightly favorable"
99,100,99,86,81,100,98,13,98,10,15,56,72,100,10,"favorable"
80,99,80,99,50,100,99,30,41,25,80,29,50,100,20,"unfavorable/indifferent"
85,75,75,75,75,75,75,70,75,70,17,75,72,86,1,"lightly favorable"
30,99,41,34,1,29,72,5,5,0,20,3,2,81,60,"strongly unfavorable"
91,90,96,90,91,90,90,90,96,80,31,81,95,100,11,"favorable"
100,100,100,100,100,100,100,76,80,26,50,51,51,100,51,"favorable"
80,79,55,70,61,85,86,61,79,65,30,74,81,81,69,"favorable"
4,89,6,88,6,88,100,2,3,5,1,5,81,63,5,"strongly unfavorable"
81,80,80,80,80,80,100,10,61,20,50,60,30,91,10,"lightly favorable"
51,51,51,51,30,51,51,1,51,1,51,45,14,75,51,"lightly favorable"
84,95,84,83,73,93,98,99,76,81,9,84,73,75,26,"favorable"
91,95,98,86,81,100,100,99,90,12,72,91,47,100,5,"favorable"
90,41,94,90,35,80,1,100,71,96,0,100,98,18,0,"lightly favorable"
89,100,87,88,85,89,100,27,88,6,50,50,11,77,50,"favorable"
50,50,50,29,6,44,51,48,51,51,51,6,50,49,50,"lightly favorable"
90,90,90,90,81,89,91,83,87,85,71,91,91,90,51,"favorable"
69,78,50,51,31,51,88,79,50,39,28,80,78,89,4,"unfavorable/indifferent"
51,51,51,51,45,50,75,50,50,26,31,50,56,50,10,"unfavorable/indifferent"
92,96,90,95,31,96,95,37,50,25,52,87,50,99,50,"unfavorable/indifferent"
99,50,51,50,51,60,100,50,50,99,21,51,48,51,50,"unfavorable/indifferent"
50,51,52,50,59,50,79,50,63,50,33,81,69,100,49,"lightly favorable"
90,90,76,59,50,97,100,7,56,3,51,50,41,97,1,"lightly favorable"
100,19,96,28,81,81,81,28,10,100,50,9,100,100,52,"strongly unfavorable"
98,99,99,100,6,100,99,50,50,4,50,50,4,99,100,"unfavorable/indifferent"
81,57,90,75,94,91,66,14,85,0,21,70,38,69,8,"favorable"
50,90,81,89,11,89,80,2,81,0,2,80,9,95,0,"favorable"
56,54,90,97,28,80,91,4,33,1,11,39,5,100,8,"unfavorable/indifferent"
91,93,96,95,7,100,99,12,90,7,19,91,22,97,30,"favorable"
60,60,77,89,79,98,95,19,67,2,70,63,38,89,79,"lightly favorable"
91,76,100,69,73,79,79,71,89,91,61,77,78,90,76,"favorable"
100,2,100,100,100,100,2,100,100,100,0,100,100,90,0,"favorable"
97,97,97,97,97,97,95,76,95,1,97,98,10,100,28,"favorable"
83,80,77,85,83,83,65,95,94,97,38,79,95,91,0,"favorable"
86,89,69,25,50,76,100,75,30,80,10,1,2,56,55,"unfavorable/indifferent"
75,74,75,75,55,90,85,60,65,27,51,75,46,90,50,"lightly favorable"
74,92,56,85,20,54,79,81,39,46,82,62,79,81,50,"unfavorable/indifferent"
32,100,100,51,2,30,98,82,8,50,3,52,50,76,52,"strongly unfavorable"
50,50,48,50,1,51,1,10,1,1,1,0,50,1,1,"strongly unfavorable"
100,100,70,90,81,97,70,90,71,90,30,70,100,95,10,"lightly favorable"
50,50,50,50,25,95,75,5,50,1,5,25,5,100,100,"unfavorable/indifferent"
22,80,31,48,1,79,82,50,30,0,29,47,25,80,47,"unfavorable/indifferent"
77,81,50,78,32,82,96,4,22,0,51,46,50,96,50,"strongly unfavorable"
98,90,94,94,94,50,69,95,95,90,18,97,94,79,0,"favorable"
74,24,77,71,51,77,42,61,72,66,1,77,99,6,0,"lightly favorable"
68,63,60,60,54,63,63,50,50,50,38,60,44,77,50,"unfavorable/indifferent"
53,66,53,50,6,99,100,43,39,1,45,8,1,100,3,"unfavorable/indifferent"
11,95,35,50,0,26,100,16,0,0,27,14,4,51,100,"strongly unfavorable"
65,50,50,50,51,50,50,51,50,50,52,51,50,51,50,"unfavorable/indifferent"
100,100,99,100,41,100,100,20,40,1,52,50,0,99,30,"unfavorable/indifferent"
50,50,50,50,50,50,50,30,50,0,40,50,40,80,25,"unfavorable/indifferent"
35,39,33,63,83,93,97,68,42,75,63,58,28,62,55,"unfavorable/indifferent"
77,84,65,79,57,68,97,90,79,16,28,100,50,99,21,"favorable"
76,79,69,54,5,77,89,6,31,2,6,53,4,79,9,"unfavorable/indifferent"
