"ft_black_2016","ft_white_2016","ft_hisp_2016","ft_asian_2016","ft_muslim_2016","ft_jew_2016","ft_christ_2016","ft_fem_2016","ft_immig_2016","ft_blm_2016","ft_wallst_2016","ft_gays_2016","ft_unions_2016","ft_police_2016","ft_altright_2016","immig_attitude"
56,40,82,75,75,90,50,74,64,81,20,69,60,34,0,"lightly favorable"
75,78,78,79,4,93,100,47,4,66,2,2,30,11,1,"strongly unfavorable"
86,98,89,50,32,98,96,0,63,0,34,50,30,98,0,"lightly favorable"
52,60,52,61,52,51,51,41,56,6,12,52,31,56,1,"lightly favorable"
89,90,70,79,33,92,98,50,65,8,90,83,16,100,50,"lightly favorable"
91,81,46,90,50,90,100,60,10,3,41,50,23,95,81,"strongly unfavorable"
100,53,100,99,83,100,70,85,78,63,15,100,15,62,0,"favorable"
100,100,100,100,51,100,100,60,95,71,41,80,61,98,53,"favorable"
65,70,75,75,15,75,80,0,50,0,40,50,10,55,20,"unfavorable/indifferent"
89,91,88,94,1,91,99,1,35,1,34,9,24,99,38,"unfavorable/indifferent"
92,86,73,85,81,97,91,88,81,91,38,85,60,95,64,"favorable"
84,77,83,81,56,82,56,42,42,1,40,72,55,86,35,"unfavorable/indifferent"
60,71,59,75,63,63,56,95,66,14,17,63,63,73,1,"lightly favorable"
73,80,73,73,69,76,90,21,57,38,21,81,47,70,7,"lightly favorable"
67,86,64,71,60,69,25,50,69,30,26,64,50,64,12,"lightly favorable"
19,45,50,51,50,56,4,13,74,77,3,68,5,23,19,"lightly favorable"
50,50,50,50,50,50,50,0,50,0,0,50,0,50,0,"unfavorable/indifferent"
52,52,51,51,51,51,53,51,52,43,29,51,54,41,30,"lightly favorable"
80,61,80,50,51,92,90,51,50,80,10,26,69,20,50,"unfavorable/indifferent"
89,69,93,78,69,80,89,51,66,51,33,76,37,80,2,"lightly favorable"
58,51,69,69,41,51,18,63,64,54,0,66,52,64,1,"lightly favorable"
42,76,29,75,10,75,99,7,11,0,59,2,3,96,87,"strongly unfavorable"
82,62,76,80,9,89,87,31,50,1,10,11,81,93,2,"unfavorable/indifferent"
82,81,81,81,81,82,49,81,81,82,14,99,59,81,1,"favorable"
60,30,60,50,30,60,30,100,75,60,5,75,80,41,1,"lightly favorable"
99,100,100,99,98,100,99,100,100,100,3,99,100,100,50,"favorable"
95,95,95,95,25,95,100,6,90,6,51,41,5,100,50,"favorable"
100,99,71,99,0,100,100,30,50,1,0,60,1,100,0,"unfavorable/indifferent"
91,76,90,90,50,50,26,71,90,75,50,90,50,60,0,"favorable"
50,50,50,80,31,50,30,80,31,41,11,60,80,50,11,"unfavorable/indifferent"
100,50,50,51,50,50,50,52,74,51,46,50,53,41,1,"lightly favorable"
50,83,61,72,50,51,43,20,70,28,1,48,69,86,1,"lightly favorable"
22,97,36,59,5,77,89,14,10,3,11,8,63,95,61,"strongly unfavorable"
36,90,51,50,3,50,98,13,7,2,4,1,2,96,3,"strongly unfavorable"
75,76,96,73,61,79,37,32,83,27,25,98,83,81,3,"favorable"
75,80,77,79,76,79,87,23,63,11,84,77,13,100,54,"lightly favorable"
95,90,90,91,84,90,91,90,79,99,7,91,74,91,81,"favorable"
52,50,50,52,19,51,62,0,50,0,3,50,22,75,50,"unfavorable/indifferent"
89,94,91,90,51,92,98,1,92,0,50,82,2,99,50,"favorable"
41,50,49,54,50,50,69,26,90,31,18,47,13,50,4,"favorable"
85,50,90,75,90,90,25,50,75,80,0,90,95,85,0,"lightly favorable"
80,70,81,80,81,80,50,79,80,80,0,79,100,50,0,"favorable"
92,91,91,76,8,81,100,1,60,3,28,62,6,98,60,"lightly favorable"
50,50,50,50,50,50,46,50,46,25,3,50,80,59,6,"unfavorable/indifferent"
95,97,100,98,81,99,98,97,100,95,21,90,90,94,6,"favorable"
50,84,47,29,2,83,97,4,5,11,12,4,35,81,12,"strongly unfavorable"
58,80,63,51,30,79,91,50,50,1,20,72,7,95,47,"unfavorable/indifferent"
70,99,47,42,48,62,90,83,37,78,17,43,7,89,21,"unfavorable/indifferent"
50,50,50,50,25,50,50,12,50,2,50,51,11,100,51,"unfavorable/indifferent"
100,99,100,100,100,100,39,60,100,56,50,100,69,67,0,"favorable"
59,65,65,57,38,70,77,57,66,56,4,59,98,78,0,"lightly favorable"
91,99,75,100,50,90,100,4,63,4,31,100,90,100,50,"lightly favorable"
83,94,49,82,87,96,9,47,68,6,78,100,78,99,9,"lightly favorable"
99,56,100,100,100,100,21,100,100,88,4,100,100,90,0,"favorable"
81,81,81,80,50,80,94,50,50,30,51,51,31,97,50,"unfavorable/indifferent"
100,41,100,100,100,100,40,100,100,100,2,100,100,81,0,"favorable"
81,80,80,80,80,80,40,89,80,75,10,80,75,50,1,"favorable"
88,86,95,100,64,81,100,50,100,45,63,79,53,100,30,"favorable"
81,50,50,80,51,51,30,50,76,71,10,80,50,50,1,"favorable"
75,75,75,60,75,75,75,59,75,47,46,50,27,72,41,"lightly favorable"
50,95,50,2,2,100,100,1,1,1,1,6,1,100,56,"strongly unfavorable"
70,60,66,70,30,67,90,58,61,95,65,66,30,95,21,"lightly favorable"
65,5,60,60,25,75,65,50,75,90,0,50,75,20,0,"lightly favorable"
75,75,79,75,74,79,81,10,52,0,53,78,1,95,44,"lightly favorable"
50,50,50,50,50,50,35,0,60,3,0,50,25,70,0,"lightly favorable"
51,51,81,100,25,80,50,3,51,3,3,51,81,100,3,"lightly favorable"
51,51,50,50,50,56,10,76,50,30,10,50,75,40,0,"unfavorable/indifferent"
45,91,47,80,5,51,93,57,31,6,39,47,50,97,24,"unfavorable/indifferent"
70,70,70,71,25,70,25,25,70,5,10,70,25,70,50,"lightly favorable"
85,85,85,85,90,85,80,85,85,90,18,100,81,82,2,"favorable"
91,91,100,97,97,98,75,26,97,80,3,89,51,28,0,"favorable"
61,89,51,60,50,70,91,41,51,27,2,50,59,89,3,"lightly favorable"
61,90,61,59,9,89,100,5,52,2,8,10,8,89,51,"lightly favorable"
100,100,89,100,59,84,100,7,39,5,48,61,47,92,50,"unfavorable/indifferent"
90,90,90,90,60,95,90,10,91,3,60,85,10,95,20,"favorable"
50,50,50,50,50,50,100,30,50,31,50,50,6,80,31,"unfavorable/indifferent"
24,100,80,74,14,100,100,5,74,1,50,1,11,95,96,"lightly favorable"
50,50,50,50,10,80,90,30,50,10,50,50,20,90,40,"unfavorable/indifferent"
60,65,70,75,65,75,90,45,55,5,65,85,40,95,70,"lightly favorable"
50,85,82,71,76,76,78,69,78,9,27,89,92,91,3,"favorable"
50,51,52,51,51,50,41,52,51,52,19,51,58,71,3,"lightly favorable"
97,99,76,95,0,99,100,49,20,0,96,97,0,99,31,"strongly unfavorable"
75,80,65,98,75,99,51,96,69,51,0,49,60,61,0,"lightly favorable"
73,79,77,69,22,89,71,55,29,10,6,93,76,99,5,"unfavorable/indifferent"
81,50,79,79,79,79,57,46,79,75,52,78,41,66,1,"favorable"
80,82,75,75,52,68,8,96,46,48,0,80,88,72,1,"unfavorable/indifferent"
99,97,99,99,51,98,50,100,68,80,16,95,66,100,1,"lightly favorable"
51,80,65,80,49,70,80,49,51,20,55,60,25,75,50,"lightly favorable"
75,75,80,70,66,70,75,30,75,25,30,50,40,70,5,"lightly favorable"
85,100,76,85,79,85,91,91,69,63,9,80,100,100,9,"lightly favorable"
75,84,58,76,56,80,70,65,59,60,48,65,89,80,2,"lightly favorable"
81,60,80,80,70,81,65,78,89,84,0,90,99,69,1,"favorable"
80,100,80,80,50,100,100,25,80,0,50,25,0,100,51,"favorable"
76,83,72,70,75,87,51,91,81,60,22,81,92,77,5,"favorable"
71,69,60,71,50,69,50,75,64,40,50,69,6,75,2,"lightly favorable"
60,88,64,80,22,89,65,46,72,50,21,52,12,97,7,"lightly favorable"
75,75,50,75,0,75,85,25,50,0,50,25,0,95,0,"unfavorable/indifferent"
80,70,70,85,80,70,60,55,80,80,15,70,80,75,10,"favorable"
66,100,64,100,100,100,100,53,61,20,58,65,83,87,81,"lightly favorable"
90,90,90,90,71,90,90,26,80,1,71,90,11,100,60,"favorable"
96,99,78,100,97,99,100,3,81,75,13,100,57,78,2,"favorable"
90,100,90,81,94,88,12,81,92,91,11,100,100,99,15,"favorable"
90,34,94,96,88,94,38,96,91,97,21,98,74,76,0,"favorable"
100,100,100,100,31,100,100,5,90,3,100,100,1,100,4,"favorable"
100,100,100,100,100,100,16,100,100,76,0,100,100,41,0,"favorable"
60,50,50,60,59,59,50,36,59,26,60,60,15,80,16,"lightly favorable"
84,86,82,76,76,85,87,50,87,66,62,83,75,95,0,"favorable"
69,10,86,97,79,100,31,59,88,65,17,93,67,62,3,"favorable"
85,91,81,81,59,100,93,71,40,0,31,100,53,90,50,"unfavorable/indifferent"
100,99,100,99,29,100,100,3,48,3,100,100,30,100,100,"unfavorable/indifferent"
94,92,90,85,56,70,95,11,75,7,9,93,4,100,19,"lightly favorable"
89,77,80,78,91,77,36,80,79,76,21,80,90,32,5,"favorable"
89,89,80,99,84,90,99,30,75,3,51,78,30,99,13,"lightly favorable"
75,80,50,50,20,85,90,30,30,2,30,60,80,90,50,"unfavorable/indifferent"
50,50,34,4,8,52,99,69,4,4,52,99,6,85,49,"strongly unfavorable"
90,90,70,95,80,95,70,90,75,76,46,75,76,91,2,"lightly favorable"
10,80,0,49,0,50,99,0,20,0,0,0,10,90,0,"strongly unfavorable"
89,50,41,60,69,30,26,79,77,50,0,99,50,99,0,"favorable"
71,71,70,70,70,70,66,71,70,66,1,70,66,85,6,"lightly favorable"
91,90,91,92,90,84,53,84,91,86,71,91,97,86,44,"favorable"
81,53,58,84,85,80,76,84,66,81,12,80,96,41,1,"lightly favorable"
95,51,70,91,50,80,30,60,50,25,5,95,65,50,0,"unfavorable/indifferent"
85,86,81,91,78,89,61,91,72,84,2,84,89,72,0,"lightly favorable"
94,94,95,95,27,93,100,13,52,29,53,34,5,100,5,"lightly favorable"
38,75,40,90,1,97,94,1,31,1,86,15,1,99,52,"unfavorable/indifferent"
88,100,78,99,54,100,64,51,48,50,28,100,52,99,0,"unfavorable/indifferent"
31,37,91,73,57,73,4,9,9,8,95,38,84,67,9,"strongly unfavorable"
70,50,70,70,70,70,30,70,61,71,1,100,90,50,1,"lightly favorable"
74,68,69,41,42,73,71,78,67,69,32,77,81,59,6,"lightly favorable"
96,92,95,91,96,92,96,85,90,76,50,92,96,96,10,"favorable"
90,90,90,90,75,80,90,20,90,21,6,50,41,80,1,"favorable"
35,77,44,61,18,51,51,27,12,45,7,19,27,35,45,"strongly unfavorable"
100,53,99,100,41,100,88,8,100,54,7,71,14,63,50,"favorable"
84,81,90,85,55,71,10,97,80,84,41,100,96,76,6,"favorable"
94,98,93,91,93,92,99,91,94,81,65,92,97,97,80,"favorable"
67,81,91,89,53,72,65,63,83,85,22,100,72,77,1,"favorable"
86,90,66,88,20,79,96,41,71,6,71,5,16,99,21,"lightly favorable"
77,76,77,76,17,51,70,25,50,27,6,50,53,40,51,"unfavorable/indifferent"
75,75,75,76,75,75,75,25,50,1,25,75,1,100,75,"unfavorable/indifferent"
43,51,50,48,40,100,100,40,50,11,21,50,34,94,8,"unfavorable/indifferent"
100,100,100,100,100,100,80,100,100,98,29,100,95,96,0,"favorable"
90,90,91,91,90,90,90,90,90,90,20,91,91,90,0,"favorable"
58,44,56,51,54,52,29,33,62,25,15,55,25,28,24,"lightly favorable"
95,35,95,95,95,95,20,95,90,90,20,100,60,50,1,"favorable"
100,95,50,91,8,99,99,50,50,0,50,51,10,97,5,"unfavorable/indifferent"
63,97,48,68,4,55,97,34,31,0,76,54,37,99,63,"unfavorable/indifferent"
50,50,50,50,10,50,95,10,60,25,25,0,10,95,0,"lightly favorable"
82,97,99,91,53,98,100,20,31,9,44,96,5,100,2,"unfavorable/indifferent"
100,100,100,100,28,100,100,21,81,7,47,100,4,98,50,"favorable"
59,43,59,59,57,56,4,72,72,83,5,78,58,38,1,"lightly favorable"
98,94,98,78,97,56,50,97,96,65,1,99,68,27,0,"favorable"
100,100,97,100,29,99,100,3,80,3,77,50,29,100,51,"favorable"
19,25,12,54,2,52,75,62,75,2,7,33,32,56,41,"lightly favorable"
76,66,74,77,63,76,43,79,58,73,6,72,91,82,5,"lightly favorable"
50,50,50,50,50,50,11,50,50,50,5,50,51,50,3,"unfavorable/indifferent"
55,56,56,55,32,74,63,16,54,20,41,35,39,80,45,"lightly favorable"
100,100,93,78,55,84,99,78,97,9,23,100,100,99,55,"favorable"
80,80,80,81,49,100,50,11,80,9,1,21,14,60,0,"favorable"
69,75,66,69,3,81,75,11,26,12,7,67,52,81,9,"unfavorable/indifferent"
69,70,69,70,61,99,52,100,61,52,53,52,81,82,0,"lightly favorable"
98,97,99,100,100,100,99,100,100,75,48,99,73,95,1,"favorable"
50,50,40,50,21,50,85,30,10,0,50,50,11,95,10,"strongly unfavorable"
38,80,70,75,51,78,85,50,45,1,28,50,26,65,20,"unfavorable/indifferent"
90,40,80,95,50,100,20,100,75,90,25,100,50,40,0,"lightly favorable"
80,81,79,80,77,79,82,82,81,80,40,78,100,81,5,"favorable"
99,98,64,36,78,97,99,99,41,8,53,24,31,98,96,"unfavorable/indifferent"
40,90,20,50,10,71,81,31,26,1,60,20,40,80,40,"unfavorable/indifferent"
89,89,80,89,70,90,96,50,71,10,50,51,25,99,0,"lightly favorable"
80,70,80,77,70,75,70,80,70,80,10,75,70,70,10,"lightly favorable"
71,49,71,71,71,69,51,0,68,47,0,72,0,71,39,"lightly favorable"
66,95,45,51,51,80,94,43,42,4,51,53,45,80,50,"unfavorable/indifferent"
100,100,100,100,31,100,100,53,100,11,77,80,25,100,70,"favorable"
35,60,30,79,0,50,93,4,26,0,10,50,15,69,51,"unfavorable/indifferent"
91,91,90,90,90,90,98,46,51,12,50,50,28,32,4,"lightly favorable"
52,50,74,51,17,62,90,0,28,3,26,51,19,100,52,"unfavorable/indifferent"
50,80,75,85,75,80,80,60,75,10,30,70,10,85,5,"lightly favorable"
80,90,91,90,20,90,100,1,85,1,41,50,1,100,10,"favorable"
75,74,95,99,96,97,49,72,98,24,29,97,95,78,2,"favorable"
90,90,90,90,90,90,45,70,90,90,70,90,60,70,1,"favorable"
60,60,60,56,60,60,80,61,80,61,11,56,77,60,0,"favorable"
89,12,61,69,35,76,0,100,90,83,1,59,84,90,0,"favorable"
100,100,98,100,41,98,100,38,39,26,21,97,19,98,68,"unfavorable/indifferent"
74,51,71,75,62,52,12,41,51,62,4,81,74,18,6,"lightly favorable"
95,88,62,63,8,87,100,35,86,93,27,56,3,81,48,"favorable"
96,96,96,96,11,96,96,6,79,6,65,50,10,96,20,"favorable"
100,50,100,100,61,100,100,50,100,60,10,50,11,41,2,"favorable"
50,50,50,50,50,50,50,40,50,25,25,50,70,70,0,"unfavorable/indifferent"
94,94,50,51,95,50,40,100,75,79,3,76,95,69,3,"lightly favorable"
57,68,67,64,1,73,51,4,20,3,50,50,50,79,30,"strongly unfavorable"
91,91,97,70,82,96,88,62,83,95,7,95,79,98,2,"favorable"
97,81,99,100,55,100,87,99,100,1,75,100,58,95,0,"favorable"
50,50,50,50,51,50,50,1,50,51,0,50,50,50,1,"unfavorable/indifferent"
39,64,33,73,53,89,45,37,64,2,30,92,64,70,25,"lightly favorable"
90,25,80,70,60,90,20,94,90,95,7,94,70,60,0,"favorable"
64,48,82,81,57,87,49,64,66,84,3,90,76,69,6,"lightly favorable"
86,69,74,95,62,94,10,94,72,81,31,75,98,41,4,"lightly favorable"
68,73,90,76,66,63,53,57,78,47,29,67,58,78,3,"favorable"
81,41,81,81,61,81,81,60,81,61,30,81,81,50,0,"favorable"
90,98,86,100,34,84,99,73,53,18,68,93,56,99,28,"lightly favorable"
90,90,77,93,10,90,100,22,60,0,72,53,0,99,25,"lightly favorable"
71,65,72,70,71,71,72,72,70,66,52,69,60,89,5,"lightly favorable"
76,75,61,74,74,60,59,71,73,70,35,69,70,51,5,"lightly favorable"
94,99,84,96,16,89,94,98,100,6,6,95,28,97,49,"favorable"
0,50,0,82,11,50,100,0,0,0,50,0,0,100,97,"strongly unfavorable"
50,50,50,50,0,50,80,0,50,1,50,6,6,100,1,"unfavorable/indifferent"
6,100,49,1,1,1,100,3,1,0,15,67,1,100,30,"strongly unfavorable"
90,90,90,90,40,90,90,30,70,20,40,80,70,100,50,"lightly favorable"
50,50,50,50,1,50,50,1,50,1,1,50,2,55,100,"unfavorable/indifferent"
29,84,71,69,9,57,96,4,30,0,41,16,2,96,25,"unfavorable/indifferent"
36,71,42,40,42,61,51,21,28,30,19,9,68,72,46,"unfavorable/indifferent"
51,50,50,60,46,90,79,20,50,6,50,51,30,66,5,"unfavorable/indifferent"
83,75,77,87,84,82,24,84,90,83,29,88,87,28,0,"favorable"
93,62,81,100,77,94,9,93,57,97,7,100,95,58,0,"lightly favorable"
84,31,84,74,81,91,4,95,62,81,0,89,78,40,0,"lightly favorable"
50,59,56,66,2,35,29,53,79,1,1,72,10,59,100,"favorable"
53,52,53,53,53,53,53,51,53,46,41,52,51,53,11,"lightly favorable"
96,100,91,98,100,98,2,100,95,3,3,100,1,98,2,"favorable"
79,65,54,49,16,80,81,22,50,55,9,53,94,78,9,"unfavorable/indifferent"
97,80,97,90,91,98,91,31,90,40,40,100,22,97,11,"favorable"
51,50,50,51,51,50,50,53,51,41,10,50,34,70,5,"lightly favorable"
50,50,50,50,50,50,50,30,50,6,30,50,10,70,30,"unfavorable/indifferent"
28,95,47,51,5,79,81,12,50,1,25,8,3,99,4,"unfavorable/indifferent"
79,100,78,78,59,72,77,31,43,8,27,50,36,99,11,"unfavorable/indifferent"
99,99,99,99,99,99,52,96,99,88,15,99,81,94,15,"favorable"
50,50,50,50,55,55,55,25,55,25,45,50,40,50,25,"lightly favorable"
53,78,48,50,39,49,50,51,49,3,52,78,51,47,50,"unfavorable/indifferent"
88,76,87,82,95,88,84,97,64,88,8,80,37,100,8,"lightly favorable"
94,89,92,91,91,93,91,93,93,81,26,92,90,93,0,"favorable"
51,69,50,50,5,70,95,40,40,3,40,25,15,70,41,"unfavorable/indifferent"
81,75,80,91,80,100,46,80,70,50,41,96,40,70,1,"lightly favorable"
78,80,54,53,5,99,100,19,45,20,69,3,58,99,43,"unfavorable/indifferent"
92,87,96,95,91,94,83,81,89,98,8,96,76,51,1,"favorable"
90,86,88,90,52,81,72,12,79,4,52,49,22,99,51,"favorable"
100,91,100,98,72,95,91,58,90,13,20,95,49,50,2,"favorable"
90,50,80,90,50,50,46,100,50,90,30,90,75,70,0,"unfavorable/indifferent"
50,50,54,53,53,52,48,99,51,81,49,50,72,50,6,"lightly favorable"
77,70,100,99,70,99,28,99,78,60,1,100,44,75,1,"favorable"
44,100,77,76,1,47,45,31,7,2,19,81,90,86,49,"strongly unfavorable"
50,89,50,50,2,99,100,12,5,2,20,1,0,99,50,"strongly unfavorable"
98,82,83,83,89,85,77,88,80,92,77,82,94,71,9,"favorable"
100,100,99,99,98,76,100,100,100,99,45,100,100,100,3,"favorable"
46,50,63,60,7,51,50,8,37,5,11,99,11,93,28,"unfavorable/indifferent"
81,91,77,72,50,73,92,77,70,51,4,74,62,81,7,"lightly favorable"
81,81,81,81,52,81,81,50,55,36,46,86,50,70,50,"lightly favorable"
66,50,62,83,41,65,66,28,29,4,40,60,6,95,50,"unfavorable/indifferent"
76,77,75,75,69,70,31,66,76,71,35,75,71,65,5,"favorable"
55,84,60,69,32,95,98,37,44,54,25,1,79,89,3,"unfavorable/indifferent"
50,95,75,50,40,50,95,50,45,45,35,50,50,100,50,"unfavorable/indifferent"
78,78,76,78,50,75,78,62,78,8,40,75,31,80,78,"favorable"
100,100,100,100,100,100,90,100,100,80,30,100,81,81,10,"favorable"
75,75,78,80,11,85,92,1,61,2,56,75,50,75,75,"lightly favorable"
83,93,85,85,80,95,90,50,80,10,80,95,45,99,90,"favorable"
90,84,86,88,75,86,95,0,88,0,0,89,0,100,14,"favorable"
50,50,50,50,50,50,100,27,50,25,4,50,28,54,25,"unfavorable/indifferent"
100,100,100,100,100,100,49,100,100,100,24,100,100,100,0,"favorable"
50,79,50,52,52,53,84,26,53,1,38,65,26,97,70,"lightly favorable"
71,22,50,46,53,60,34,45,88,65,8,53,55,13,9,"favorable"
86,72,76,67,79,100,66,64,67,36,37,91,64,83,8,"lightly favorable"
50,50,50,50,46,50,46,47,54,26,44,50,36,80,33,"lightly favorable"
88,89,83,75,76,98,96,93,92,60,2,87,46,97,52,"favorable"
89,79,81,84,57,86,64,8,55,4,22,48,7,93,7,"lightly favorable"
71,68,78,95,72,47,45,96,81,67,20,79,96,80,0,"favorable"
65,50,75,60,75,75,40,70,85,85,10,90,50,55,0,"favorable"
70,90,90,90,80,90,90,50,75,50,40,95,50,85,2,"lightly favorable"
56,72,61,70,15,74,66,20,32,5,7,10,9,96,20,"unfavorable/indifferent"
66,58,59,69,6,58,7,54,54,5,5,55,69,61,8,"lightly favorable"
52,51,52,51,52,51,51,52,52,36,51,52,36,83,5,"lightly favorable"
100,100,100,100,28,100,100,0,51,0,0,50,1,100,1,"lightly favorable"
90,100,100,92,81,92,100,5,83,19,84,51,1,100,1,"favorable"
71,91,50,6,3,69,97,5,46,2,11,0,5,91,81,"unfavorable/indifferent"
87,97,69,88,72,92,32,87,86,90,64,95,59,81,4,"favorable"
70,80,72,79,29,72,81,50,79,61,70,30,21,81,79,"favorable"
100,98,100,100,99,99,70,100,99,99,71,100,99,99,52,"favorable"
72,95,88,92,58,98,98,95,70,63,47,44,99,95,25,"lightly favorable"
100,97,99,100,90,100,100,90,100,99,69,80,99,98,11,"favorable"
74,69,70,63,50,93,50,64,59,71,0,69,91,60,0,"lightly favorable"
83,75,76,95,51,64,93,53,50,7,34,83,84,52,26,"unfavorable/indifferent"
79,79,75,79,83,80,20,80,88,29,13,90,27,41,80,"favorable"
85,84,85,95,70,95,97,51,95,0,80,85,41,100,81,"favorable"
100,100,100,100,85,100,14,100,99,84,7,100,97,100,1,"favorable"
80,79,80,79,0,100,80,0,11,0,35,51,5,98,50,"strongly unfavorable"
63,56,50,51,51,51,72,50,51,17,42,51,31,81,50,"lightly favorable"
73,51,75,73,72,74,25,80,64,62,8,77,53,56,9,"lightly favorable"
58,51,79,80,27,51,25,30,75,30,3,81,60,80,6,"lightly favorable"
100,100,100,87,99,99,70,100,94,59,22,100,67,52,6,"favorable"
30,99,10,41,1,100,100,3,2,5,47,2,20,99,49,"strongly unfavorable"
76,30,61,59,56,91,37,66,77,91,6,90,86,31,1,"favorable"
53,81,10,43,16,34,74,31,6,9,12,10,90,94,50,"strongly unfavorable"
70,93,61,78,53,93,68,69,50,78,51,78,50,72,51,"unfavorable/indifferent"
50,50,95,94,89,95,91,5,80,3,50,50,2,95,50,"favorable"
49,81,56,70,32,72,73,40,55,3,39,70,31,75,7,"lightly favorable"
80,90,80,50,20,90,99,80,25,1,41,75,26,100,50,"strongly unfavorable"
97,81,99,96,46,80,35,99,71,79,35,88,84,81,0,"lightly favorable"
79,81,80,79,50,80,80,10,78,5,26,50,30,90,40,"favorable"
54,51,55,52,24,52,99,22,69,7,30,77,36,84,27,"lightly favorable"
75,80,80,80,80,80,75,98,80,75,50,80,80,70,1,"favorable"
87,56,87,86,75,85,62,90,72,88,71,70,61,70,7,"lightly favorable"
53,89,72,74,40,81,91,52,50,4,73,61,91,99,6,"unfavorable/indifferent"
91,94,91,94,85,89,80,98,83,86,9,96,87,78,3,"favorable"
53,53,51,52,53,50,90,52,46,8,30,53,75,69,12,"unfavorable/indifferent"
75,58,62,86,60,76,14,98,38,90,5,95,81,37,2,"unfavorable/indifferent"
85,47,77,83,75,85,0,97,77,77,1,96,85,84,0,"favorable"
100,51,99,99,99,100,51,99,97,72,9,100,100,90,1,"favorable"
75,75,70,75,65,75,80,10,75,20,60,51,15,90,50,"lightly favorable"
67,53,52,50,47,100,32,32,60,61,13,50,100,68,2,"lightly favorable"
50,52,83,82,53,75,9,54,82,56,11,89,87,13,11,"favorable"
85,89,91,80,41,100,100,31,50,11,41,9,90,100,57,"unfavorable/indifferent"
52,76,74,94,5,94,88,48,50,4,22,60,55,89,19,"unfavorable/indifferent"
100,25,100,100,100,100,20,75,100,61,0,100,78,42,1,"favorable"
85,91,90,90,65,85,96,30,79,5,40,50,10,96,49,"favorable"
30,80,35,80,25,80,31,25,14,0,10,45,30,75,0,"strongly unfavorable"
50,70,29,81,28,77,89,43,15,14,9,12,26,93,16,"strongly unfavorable"
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"favorable"
100,99,100,100,100,100,100,2,99,2,26,51,3,100,1,"favorable"
73,77,77,51,49,67,100,31,50,10,33,49,23,90,29,"unfavorable/indifferent"
61,75,5,28,3,10,9,70,11,64,61,51,49,76,34,"strongly unfavorable"
49,100,88,85,0,89,100,0,0,0,24,0,3,100,85,"strongly unfavorable"
100,98,97,93,0,100,93,53,59,0,51,78,75,95,1,"lightly favorable"
100,55,99,97,81,100,81,55,100,97,49,53,99,50,1,"favorable"
90,91,90,90,86,90,60,93,74,89,9,90,93,58,2,"lightly favorable"
95,95,96,95,96,95,70,90,95,96,30,96,80,76,0,"favorable"
88,88,86,90,73,88,89,45,88,29,49,65,37,88,28,"favorable"
100,71,100,100,100,100,90,92,91,41,7,100,21,100,0,"favorable"
51,50,51,51,48,50,52,28,41,24,46,50,41,90,59,"unfavorable/indifferent"
53,50,47,46,4,55,80,49,48,21,27,53,79,60,48,"unfavorable/indifferent"
85,85,85,85,25,85,85,20,11,5,75,60,30,95,40,"strongly unfavorable"
49,75,66,71,11,47,56,14,9,7,6,50,50,81,64,"strongly unfavorable"
79,89,88,92,78,88,89,9,88,1,50,59,40,99,51,"favorable"
60,81,65,66,6,60,75,21,60,0,35,71,15,100,50,"lightly favorable"
60,31,66,69,100,57,49,48,68,59,3,62,44,46,2,"lightly favorable"
90,94,91,90,89,86,86,21,90,10,41,87,30,95,11,"favorable"
40,100,59,69,79,80,99,75,87,0,80,60,99,60,50,"favorable"
81,86,78,81,5,61,81,33,22,0,27,78,36,100,28,"strongly unfavorable"
96,99,99,94,51,93,96,4,81,2,67,51,53,97,49,"favorable"
46,82,24,46,7,51,38,37,20,3,81,34,67,89,6,"strongly unfavorable"
50,50,50,51,50,50,89,7,50,1,50,51,11,50,10,"unfavorable/indifferent"
75,76,75,76,55,75,49,56,53,56,41,76,50,60,11,"lightly favorable"
100,100,100,100,90,100,95,95,90,80,11,90,96,75,4,"favorable"
23,45,81,90,47,55,50,5,77,13,18,23,20,45,2,"favorable"
100,100,100,95,90,97,76,87,96,96,14,88,62,94,8,"favorable"
50,50,50,50,50,50,50,10,50,1,50,50,25,95,50,"unfavorable/indifferent"
70,51,80,75,21,50,50,70,70,50,26,75,50,66,27,"lightly favorable"
50,50,71,76,40,90,80,11,50,0,50,30,31,96,5,"unfavorable/indifferent"
97,59,90,98,84,81,27,91,91,85,3,97,50,51,3,"favorable"
78,83,84,80,82,79,74,82,82,83,3,79,97,79,0,"favorable"
91,99,80,83,97,100,97,81,69,29,0,100,100,0,0,"lightly favorable"
50,50,50,51,34,84,99,26,41,10,31,35,38,87,53,"unfavorable/indifferent"
66,56,66,85,65,56,52,78,69,60,41,64,50,56,9,"lightly favorable"
61,77,31,50,41,30,29,30,29,1,40,31,11,90,30,"unfavorable/indifferent"
90,98,81,81,6,99,100,12,62,2,7,50,12,99,2,"lightly favorable"
19,90,32,51,21,57,35,30,11,24,39,56,6,84,18,"strongly unfavorable"
51,50,71,71,46,81,31,75,70,76,32,69,41,50,2,"lightly favorable"
53,50,51,50,53,52,98,51,50,4,51,53,52,99,50,"unfavorable/indifferent"
80,92,72,53,13,94,97,28,31,3,48,4,49,97,50,"unfavorable/indifferent"
